Ad ID,ad_type,Product/Service Name,category,target_audience,platform,Impressions,Clicks,Conversions,ad_spend,Revenue,ad_duration,Location,Date
4333,Product-Based,Laptop,Finance,Professionals,Billboard,23552,458,698,8130.58,28206.85,7,New York,29-06-2024 12:00
4334,Service-Based,Smartphone,Entertainment,Families,Billboard,8198,5146,245,7287.8,5866.85,29,Los Angeles,29-06-2024 13:00
4335,Product-Based,Smartphone,Electronics,Teens,Radio,43893,8757,602,5552.87,47874.3,9,New York,29-06-2024 14:00
4336,Service-Based,E-commerce Platform,Electronics,Professionals,Print Media,22400,4859,716,3027.88,39750.48,20,Berlin,29-06-2024 15:00
4337,Product-Based,Insurance,Health & Fitness,Seniors,Billboard,41710,7366,713,9232.36,7795.32,16,London,29-06-2024 16:00
4338,Service-Based,Gourmet Food Delivery,E-commerce,Students,TV,23732,7738,511,951.46,8986.25,12,Mumbai,29-06-2024 17:00
4339,Product-Based,Travel Package,Health & Fitness,Professionals,Billboard,18686,4421,178,3038.72,42046.3,23,Toronto,29-06-2024 18:00
4340,Product-Based,Insurance,Health & Fitness,Adults,Radio,2625,4787,514,3382.41,38571.35,21,London,29-06-2024 19:00
4341,Service-Based,Travel Package,Health & Fitness,Professionals,TV,18305,6810,41,5421.55,22140.13,19,Tokyo,29-06-2024 20:00
4342,Product-Based,Gourmet Food Delivery,Education,Families,TV,23815,6017,267,1044.36,48686.79,1,Berlin,29-06-2024 21:00
4343,Product-Based,Education Course,Education,Adults,TV,41955,703,602,4754.92,45287.06,17,Dubai,29-06-2024 22:00
4344,Product-Based,E-commerce Platform,Finance,Teens,TV,44063,8192,564,2581.86,3839.68,26,Tokyo,29-06-2024 23:00
4345,Product-Based,Education Course,Travel,Families,Print Media,19673,8453,584,5628.89,12200.89,22,Los Angeles,30-06-2024 00:00
4346,Product-Based,Home Security,Travel,Students,Print Media,36137,2913,994,5393.84,20806.57,1,New York,30-06-2024 01:00
4347,Service-Based,Education Course,Electronics,Seniors,TV,6137,5532,734,8218.66,14959.87,12,New York,30-06-2024 02:00
4348,Service-Based,Streaming Service,Health & Fitness,Adults,TV,27365,7178,877,4797.16,8522.19,26,Sydney,30-06-2024 03:00
4349,Product-Based,Fitness Membership,Security,Adults,Print Media,5671,731,943,4659.21,10894.4,1,Dubai,30-06-2024 04:00
4350,Service-Based,Laptop,Travel,Professionals,Print Media,20605,4385,624,8775.35,16918.02,15,Toronto,30-06-2024 05:00
4351,Product-Based,Home Security,Travel,Professionals,TV,41374,8792,964,3071.42,42289.58,17,Berlin,30-06-2024 06:00
4352,Service-Based,Laptop,Food & Beverage,Teens,Online,22817,6020,614,4514.67,36511.87,22,Tokyo,30-06-2024 07:00
4353,Product-Based,Streaming Service,Entertainment,Teens,Online,9368,1633,96,7846.87,38693.52,10,Toronto,30-06-2024 08:00
4354,Product-Based,Home Security,Education,Professionals,TV,28709,7428,562,5235.59,10836.11,26,London,30-06-2024 09:00
4355,Product-Based,Insurance,Entertainment,Teens,Radio,16584,9258,780,7664.13,3662.91,7,Dubai,30-06-2024 10:00
4356,Product-Based,Fitness Membership,Health & Fitness,Teens,Radio,45148,7985,875,1670.3,18532.39,17,Tokyo,30-06-2024 11:00
4357,Product-Based,Travel Package,Security,Adults,Online,30167,5641,47,8927.98,35081.36,3,Mumbai,30-06-2024 12:00
4358,Product-Based,Gourmet Food Delivery,Education,Teens,Print Media,34025,5682,999,5550.64,45118.79,27,London,30-06-2024 13:00
4359,Service-Based,Insurance,E-commerce,Students,Radio,18075,7429,285,7262.63,48287.73,7,Los Angeles,30-06-2024 14:00
4360,Service-Based,Streaming Service,E-commerce,Seniors,Online,41337,5072,200,1108.12,49557.04,14,Dubai,30-06-2024 15:00
4361,Service-Based,Smartphone,Food & Beverage,Students,Radio,11412,6021,688,2931.1,26992.68,22,Toronto,30-06-2024 16:00
4362,Service-Based,Streaming Service,Food & Beverage,Teens,Online,38736,9356,153,5984.21,34606.35,20,Toronto,30-06-2024 17:00
4363,Product-Based,Streaming Service,Travel,Professionals,TV,8036,1576,958,6592.94,12841.77,2,New York,30-06-2024 18:00
4364,Service-Based,Laptop,Finance,Seniors,Billboard,5439,1185,80,3534.84,38069.94,8,New York,30-06-2024 19:00
4365,Product-Based,Home Security,Entertainment,Professionals,Social Media,33696,1242,117,2820.94,17065.72,25,Tokyo,30-06-2024 20:00
4366,Product-Based,Insurance,Food & Beverage,Families,Billboard,33202,2382,748,4107.28,5984.32,26,London,30-06-2024 21:00
4367,Product-Based,Laptop,Security,Teens,Radio,16487,2797,278,5846.86,10423.18,2,Sydney,30-06-2024 22:00
4368,Product-Based,Insurance,Security,Families,Billboard,38220,1350,605,2870.68,10131.25,28,New York,30-06-2024 23:00
4369,Product-Based,Travel Package,Finance,Adults,Billboard,37968,7255,164,4640.61,19919.91,28,London,01-07-2024 00:00
4370,Product-Based,Travel Package,Education,Students,TV,29530,8163,876,8356.46,42416.55,22,Tokyo,01-07-2024 01:00
4371,Service-Based,Smartphone,Travel,Professionals,Print Media,13094,7871,656,8677.79,3717.33,14,Berlin,01-07-2024 02:00
4372,Service-Based,Streaming Service,Food & Beverage,Professionals,Print Media,39088,8187,170,4798.14,2225.64,15,Mumbai,01-07-2024 03:00
4373,Service-Based,Fitness Membership,Education,Students,Radio,39333,8237,799,2195.98,2758.11,26,Dubai,01-07-2024 04:00
4374,Product-Based,Travel Package,Travel,Families,Social Media,10729,1079,25,5616.63,49857.84,11,Sydney,01-07-2024 05:00
4375,Product-Based,Insurance,Security,Adults,Print Media,27572,7885,248,1665.48,10759.44,22,London,01-07-2024 06:00
4376,Service-Based,Streaming Service,Education,Students,Online,23068,2385,930,2066.05,22045.95,10,London,01-07-2024 07:00
4377,Product-Based,Education Course,Electronics,Adults,Online,28262,4027,370,3535.61,44023.25,29,Mumbai,01-07-2024 08:00
4378,Service-Based,Streaming Service,Security,Students,Print Media,43979,325,218,3792.41,25079.38,2,Tokyo,01-07-2024 09:00
4379,Service-Based,Laptop,Education,Families,TV,16893,3659,937,5174.59,23368.15,1,London,01-07-2024 10:00
4380,Service-Based,Streaming Service,Security,Adults,Print Media,48395,9967,295,5750.74,6086.92,22,Tokyo,01-07-2024 11:00
4381,Product-Based,Home Security,Entertainment,Teens,Radio,40310,4234,517,7064.32,19285.96,5,Sydney,01-07-2024 12:00
4382,Product-Based,Travel Package,E-commerce,Families,Online,15749,171,334,842.28,37300.91,10,Berlin,01-07-2024 13:00
4383,Product-Based,Smartphone,Education,Seniors,Print Media,9465,2849,422,6665.9,4112.01,12,Tokyo,01-07-2024 14:00
4384,Product-Based,Smartphone,Food & Beverage,Professionals,Online,29579,7533,896,2093.52,5946.41,17,Mumbai,01-07-2024 15:00
4385,Product-Based,Gourmet Food Delivery,Travel,Professionals,TV,23924,7770,705,6585.1,41372.06,1,Toronto,01-07-2024 16:00
4386,Service-Based,Fitness Membership,Finance,Families,Print Media,19878,9383,898,6596.91,5021.52,12,Sydney,01-07-2024 17:00
4387,Service-Based,Insurance,Entertainment,Adults,Online,38442,1264,597,8281.69,2540.5,5,New York,01-07-2024 18:00
4388,Product-Based,Education Course,Health & Fitness,Professionals,TV,8875,9994,722,6188.95,22775.74,26,Dubai,01-07-2024 19:00
4389,Service-Based,Streaming Service,Security,Families,Radio,15866,2364,584,7357.5,18227.89,18,New York,01-07-2024 20:00
4390,Service-Based,Travel Package,Entertainment,Students,Billboard,12700,121,247,9710.15,6462.77,9,Toronto,01-07-2024 21:00
4391,Service-Based,Gourmet Food Delivery,Travel,Adults,Print Media,38268,5737,732,1566.75,6768.63,10,Toronto,01-07-2024 22:00
4392,Service-Based,Fitness Membership,Health & Fitness,Students,Radio,2209,651,305,4269.5,9050.91,20,Toronto,01-07-2024 23:00
4393,Product-Based,Insurance,Electronics,Families,Radio,40572,3015,403,3939.92,30016.91,4,Dubai,02-07-2024 00:00
4394,Service-Based,Education Course,Finance,Adults,Radio,5339,2737,28,8504.16,37635.8,5,Sydney,02-07-2024 01:00
4395,Product-Based,Laptop,Finance,Professionals,Billboard,2746,4578,23,9282.64,6021.31,17,Tokyo,02-07-2024 02:00
4396,Product-Based,Travel Package,Education,Adults,Billboard,26434,6127,241,4433.42,2503,24,Sydney,02-07-2024 03:00
4397,Service-Based,Home Security,Travel,Seniors,Social Media,29765,3921,623,7730.6,23611.06,14,Mumbai,02-07-2024 04:00
4398,Product-Based,Streaming Service,Electronics,Students,Social Media,10750,1980,572,7855.4,47084.55,28,New York,02-07-2024 05:00
4399,Service-Based,Insurance,Finance,Students,Online,36791,6368,701,4311.19,16535.23,10,London,02-07-2024 06:00
4400,Product-Based,Fitness Membership,Electronics,Seniors,Social Media,24752,4788,60,2944.13,29191.56,21,Sydney,02-07-2024 07:00
4401,Product-Based,E-commerce Platform,Finance,Families,Radio,35312,8328,842,1094.24,35482.79,10,Sydney,02-07-2024 08:00
4402,Service-Based,Fitness Membership,Education,Teens,Radio,16883,9060,635,3216.2,17774.83,4,Los Angeles,02-07-2024 09:00
4403,Product-Based,Laptop,Entertainment,Families,Online,24075,5978,513,9430.94,38928.45,8,Tokyo,02-07-2024 10:00
4404,Service-Based,Smartphone,Travel,Students,Print Media,48430,7615,166,7940.66,25865.37,18,London,02-07-2024 11:00
4405,Service-Based,Laptop,Health & Fitness,Adults,Online,21552,9992,521,1054.53,6429.8,18,Berlin,02-07-2024 12:00
4406,Service-Based,Streaming Service,Finance,Adults,Radio,18669,9661,870,8799.7,35849.6,6,Mumbai,02-07-2024 13:00
4407,Service-Based,Insurance,Security,Adults,Print Media,25539,9317,879,1814.62,46007.24,27,Tokyo,02-07-2024 14:00
4408,Product-Based,Laptop,Electronics,Families,Print Media,35745,9694,793,8694.05,2996.83,2,Los Angeles,02-07-2024 15:00
4409,Service-Based,Laptop,Electronics,Students,TV,39028,3255,701,4184.88,28359.76,24,London,02-07-2024 16:00
4410,Service-Based,Laptop,Health & Fitness,Seniors,Billboard,4860,3894,611,7253.74,25682.24,17,Los Angeles,02-07-2024 17:00
4411,Service-Based,Fitness Membership,Entertainment,Seniors,TV,21210,8911,799,4421.16,34639.11,8,Los Angeles,02-07-2024 18:00
4412,Product-Based,Streaming Service,Health & Fitness,Professionals,Online,23012,5277,468,2920.01,26468.46,28,Los Angeles,02-07-2024 19:00
4413,Product-Based,Insurance,Travel,Families,Radio,12013,8670,802,3608.6,19319.4,16,Toronto,02-07-2024 20:00
4414,Product-Based,Insurance,Entertainment,Teens,Print Media,37958,8135,469,7727.52,33398.08,13,Tokyo,02-07-2024 21:00
4415,Product-Based,E-commerce Platform,E-commerce,Teens,Social Media,41289,5134,118,9472.62,12411.46,10,Dubai,02-07-2024 22:00
4416,Service-Based,Laptop,Health & Fitness,Professionals,Online,20157,4157,672,1761.69,19464.28,24,Sydney,02-07-2024 23:00
4417,Product-Based,Gourmet Food Delivery,Food & Beverage,Students,TV,47950,7720,582,8240.03,4751.25,10,Sydney,03-07-2024 00:00
4418,Product-Based,E-commerce Platform,Security,Adults,Radio,48128,7713,108,3932.91,18414.36,10,Mumbai,03-07-2024 01:00
4419,Service-Based,Fitness Membership,E-commerce,Seniors,Online,8692,676,45,7060.24,41092.31,18,Toronto,03-07-2024 02:00
4420,Product-Based,Home Security,Travel,Teens,Social Media,37114,3355,736,4374.71,14553.84,15,Los Angeles,03-07-2024 03:00
4421,Service-Based,Travel Package,Health & Fitness,Adults,TV,49004,1218,438,1861.69,43014.98,26,Sydney,03-07-2024 04:00
4422,Service-Based,Home Security,Travel,Adults,Print Media,14185,6484,447,925.1,3751.83,12,New York,03-07-2024 05:00
4423,Service-Based,Education Course,E-commerce,Seniors,Print Media,2285,5732,53,8311.27,20526.6,19,Toronto,03-07-2024 06:00
4424,Product-Based,Gourmet Food Delivery,Electronics,Families,Radio,40281,1078,854,7873.14,20721.57,9,Toronto,03-07-2024 07:00
4425,Product-Based,Education Course,Electronics,Adults,Radio,18543,4557,342,5263.99,47685.83,19,Los Angeles,03-07-2024 08:00
4426,Service-Based,Laptop,E-commerce,Seniors,Billboard,40423,5850,120,6698.83,9304.34,13,Dubai,03-07-2024 09:00
4427,Service-Based,Travel Package,Travel,Families,Radio,36442,4911,311,7460.94,40765.79,19,Dubai,03-07-2024 10:00
4428,Product-Based,Smartphone,Food & Beverage,Adults,Radio,39246,4735,936,5722.14,23718.47,1,Sydney,03-07-2024 11:00
4429,Service-Based,Fitness Membership,Health & Fitness,Professionals,Online,29301,8708,905,7599.28,16648.99,2,Mumbai,03-07-2024 12:00
4430,Service-Based,E-commerce Platform,Security,Professionals,Online,14953,2167,511,7654.92,23202.17,3,Toronto,03-07-2024 13:00
4431,Product-Based,Travel Package,Travel,Families,TV,19791,244,219,4941.3,34175.48,22,Berlin,03-07-2024 14:00
4432,Service-Based,Smartphone,Electronics,Students,Print Media,36181,753,517,1745.53,24350.73,4,Los Angeles,03-07-2024 15:00
4433,Service-Based,Travel Package,Electronics,Professionals,Radio,15021,2198,740,3894.71,21387.31,12,Los Angeles,03-07-2024 16:00
4434,Service-Based,Insurance,Health & Fitness,Students,Online,41647,1609,409,3096.51,40120.16,24,London,03-07-2024 17:00
4435,Product-Based,Laptop,Education,Students,TV,7001,3123,771,4659.58,1103.8,24,Tokyo,03-07-2024 18:00
4436,Service-Based,Education Course,Education,Professionals,Print Media,4973,568,802,2370.73,49025.55,18,Berlin,03-07-2024 19:00
4437,Service-Based,E-commerce Platform,Travel,Students,Online,4373,3007,943,769.98,10336.23,25,Los Angeles,03-07-2024 20:00
4438,Service-Based,E-commerce Platform,Health & Fitness,Teens,Billboard,42378,6619,624,6129.23,18754.7,29,London,03-07-2024 21:00
4439,Product-Based,Streaming Service,Travel,Adults,Billboard,16127,5284,943,3546.96,12309.8,20,Los Angeles,03-07-2024 22:00
4440,Product-Based,Gourmet Food Delivery,Food & Beverage,Adults,Social Media,45989,4173,787,6806.36,7574.45,2,Dubai,03-07-2024 23:00
4441,Product-Based,Insurance,Education,Students,Print Media,27873,8243,558,4907.68,47175.19,2,Los Angeles,04-07-2024 00:00
4442,Product-Based,Laptop,Electronics,Teens,Online,23523,974,780,1654.87,40765.07,6,Mumbai,04-07-2024 01:00
4443,Product-Based,Insurance,Finance,Students,Radio,4305,2464,145,7644.24,48797.99,29,Sydney,04-07-2024 02:00
4444,Service-Based,Travel Package,Security,Professionals,Print Media,17441,9605,844,9716.97,34960.37,3,New York,04-07-2024 03:00
4445,Product-Based,Fitness Membership,Food & Beverage,Families,TV,27326,3488,455,6432.85,29431.45,4,Sydney,04-07-2024 04:00
4446,Product-Based,Fitness Membership,Finance,Adults,Print Media,11668,8688,776,1503.7,33215.15,18,Tokyo,04-07-2024 05:00
4447,Product-Based,Insurance,Food & Beverage,Seniors,Social Media,20861,9275,993,6884.19,10119.11,1,Berlin,04-07-2024 06:00
4448,Service-Based,Laptop,Finance,Students,Social Media,27577,5852,638,1477.23,4565.98,15,Toronto,04-07-2024 07:00
4449,Product-Based,Education Course,Entertainment,Teens,TV,23020,989,888,3056.23,1604.53,21,Berlin,04-07-2024 08:00
4450,Service-Based,Home Security,Electronics,Students,TV,26857,6785,469,4165.43,38863.44,2,Berlin,04-07-2024 09:00
4451,Service-Based,Home Security,Security,Teens,Billboard,23789,9693,574,4863.37,25751.64,15,Berlin,04-07-2024 10:00
4452,Service-Based,Education Course,E-commerce,Teens,Print Media,16156,3622,564,2547.41,27518.2,15,Mumbai,04-07-2024 11:00
4453,Service-Based,Smartphone,Entertainment,Professionals,Print Media,37592,2877,471,3102.46,9946.59,12,Toronto,04-07-2024 12:00
4454,Service-Based,Travel Package,Travel,Professionals,Print Media,47698,1528,960,8026.31,41393.58,13,Toronto,04-07-2024 13:00
4455,Service-Based,Smartphone,Entertainment,Adults,Radio,31925,6520,148,8165.19,10631.75,7,Tokyo,04-07-2024 14:00
4456,Service-Based,Fitness Membership,Food & Beverage,Families,Print Media,12219,4892,747,8865.29,29862.38,16,Mumbai,04-07-2024 15:00
4457,Service-Based,Laptop,Security,Professionals,Online,35762,399,185,9501.29,20958.29,23,Mumbai,04-07-2024 16:00
4458,Product-Based,E-commerce Platform,Travel,Teens,Radio,20029,7403,976,1421.77,25713.49,22,New York,04-07-2024 17:00
4459,Service-Based,Education Course,Finance,Students,TV,43830,560,683,6650.06,31618.25,15,Los Angeles,04-07-2024 18:00
4460,Product-Based,Home Security,Food & Beverage,Families,Radio,34593,5157,736,1955.31,45136.08,11,Los Angeles,04-07-2024 19:00
4461,Service-Based,Insurance,Health & Fitness,Professionals,TV,25069,7161,669,5407.41,47289,1,New York,04-07-2024 20:00
4462,Product-Based,Smartphone,Entertainment,Seniors,Radio,19906,2690,119,724.94,9421.57,26,Tokyo,04-07-2024 21:00
4463,Product-Based,Laptop,Travel,Professionals,Online,12290,4333,151,9401.87,35643.14,15,Los Angeles,04-07-2024 22:00
4464,Service-Based,Home Security,Health & Fitness,Professionals,Social Media,20659,801,664,3686.49,35803.67,7,Dubai,04-07-2024 23:00
4465,Service-Based,Smartphone,Electronics,Professionals,Online,21087,4920,409,3406.83,11875.28,15,Los Angeles,05-07-2024 00:00
4466,Service-Based,Education Course,Finance,Seniors,Social Media,20743,5445,924,6286.19,23487.64,23,Mumbai,05-07-2024 01:00
4467,Product-Based,Streaming Service,Health & Fitness,Seniors,Radio,4967,6276,915,2601.13,26735.48,12,Tokyo,05-07-2024 02:00
4468,Service-Based,Insurance,Electronics,Teens,TV,33724,8928,707,4931.97,13711.02,14,Berlin,05-07-2024 03:00
4469,Service-Based,Gourmet Food Delivery,Security,Professionals,Radio,26704,8390,709,7742.99,17591.99,24,Sydney,05-07-2024 04:00
4470,Service-Based,Insurance,Food & Beverage,Teens,Online,31600,3634,532,1751.51,6676.5,16,Berlin,05-07-2024 05:00
4471,Service-Based,Insurance,E-commerce,Adults,Online,36920,7135,426,7909.98,3455.53,6,Los Angeles,05-07-2024 06:00
4472,Service-Based,Laptop,Health & Fitness,Seniors,Print Media,28158,6392,824,5469.45,31690.66,25,London,05-07-2024 07:00
4473,Product-Based,Insurance,E-commerce,Families,Billboard,8798,5830,676,6041.31,49398.55,9,Sydney,05-07-2024 08:00
4474,Product-Based,E-commerce Platform,Education,Students,Print Media,25833,6029,99,5929.02,46045.99,21,Berlin,05-07-2024 09:00
4475,Service-Based,Home Security,Finance,Students,Print Media,48599,6606,979,1501.55,28155.85,6,Berlin,05-07-2024 10:00
4476,Service-Based,Laptop,Health & Fitness,Adults,Online,15950,2056,362,8553.13,32814.79,22,Sydney,05-07-2024 11:00
4477,Service-Based,Streaming Service,E-commerce,Teens,Online,19963,5467,760,752.13,32908.22,19,New York,05-07-2024 12:00
4478,Product-Based,Laptop,Travel,Students,Print Media,38296,4865,659,3222.51,26952.74,29,Sydney,05-07-2024 13:00
4479,Service-Based,Fitness Membership,Electronics,Students,Social Media,41494,8466,290,2971.2,41308.11,19,Toronto,05-07-2024 14:00
4480,Product-Based,Smartphone,Health & Fitness,Families,TV,34076,9362,796,5711.9,35017.59,9,Los Angeles,05-07-2024 15:00
4481,Product-Based,Streaming Service,Food & Beverage,Teens,Social Media,44568,2190,93,7036.19,28016.8,24,Dubai,05-07-2024 16:00
4482,Product-Based,Streaming Service,Health & Fitness,Families,Social Media,3092,3411,163,6917.86,39097.18,18,Toronto,05-07-2024 17:00
4483,Product-Based,Education Course,E-commerce,Teens,Billboard,29198,4218,415,7362.9,43636.19,23,Sydney,05-07-2024 18:00
4484,Product-Based,Education Course,Finance,Students,Radio,36041,1600,459,644.78,44216.76,6,London,05-07-2024 19:00
4485,Service-Based,Travel Package,Electronics,Families,Print Media,40348,5882,425,6383.51,33182.3,2,New York,05-07-2024 20:00
4486,Service-Based,Streaming Service,Entertainment,Seniors,Online,26618,953,627,3766.2,16934.84,6,Dubai,05-07-2024 21:00
4487,Product-Based,Fitness Membership,Health & Fitness,Professionals,Radio,20488,5598,434,3390.96,32599.49,16,Dubai,05-07-2024 22:00
4488,Service-Based,Insurance,Entertainment,Families,Online,28407,5041,88,5731.26,36797.6,16,London,05-07-2024 23:00
4489,Service-Based,Fitness Membership,Food & Beverage,Families,Online,38400,8594,968,7662.94,8066.76,18,Mumbai,06-07-2024 00:00
4490,Product-Based,Gourmet Food Delivery,Travel,Adults,Billboard,8421,7040,18,8376.84,33634.67,10,Toronto,06-07-2024 01:00
4491,Service-Based,E-commerce Platform,Food & Beverage,Seniors,Print Media,7094,6977,641,4421.23,40082.54,11,Los Angeles,06-07-2024 02:00
4492,Service-Based,E-commerce Platform,Finance,Students,Online,2928,839,537,5999.11,18746.67,15,Toronto,06-07-2024 03:00
4493,Service-Based,Smartphone,Electronics,Teens,Social Media,27370,4638,695,9077.07,23357.47,26,Sydney,06-07-2024 04:00
4494,Service-Based,Insurance,E-commerce,Students,Online,32554,6958,580,5568.3,6898.15,19,Sydney,06-07-2024 05:00
4495,Product-Based,Fitness Membership,Education,Students,Billboard,45790,5029,148,5007.57,9423,17,Toronto,06-07-2024 06:00
4496,Service-Based,Travel Package,Education,Seniors,Print Media,32641,9445,393,1838.48,31660.73,21,Mumbai,06-07-2024 07:00
4497,Product-Based,Insurance,Health & Fitness,Families,Radio,28524,4078,665,7634.62,11749.35,21,Berlin,06-07-2024 08:00
4498,Product-Based,Travel Package,Security,Teens,Radio,9298,8668,443,4792.51,1086.14,22,Sydney,06-07-2024 09:00
4499,Product-Based,Smartphone,Entertainment,Adults,Radio,12662,9340,592,3972.25,38078.2,21,Tokyo,06-07-2024 10:00
4500,Product-Based,Laptop,Finance,Teens,Online,38438,3471,46,3370.62,48364.84,20,Mumbai,06-07-2024 11:00
4501,Product-Based,Home Security,Entertainment,Adults,Radio,38896,2777,98,7379.02,14540.37,5,Los Angeles,06-07-2024 12:00
4502,Service-Based,Fitness Membership,Health & Fitness,Seniors,Billboard,18782,1678,914,7329.45,30697,24,Toronto,06-07-2024 13:00
4503,Service-Based,Gourmet Food Delivery,Electronics,Adults,Social Media,46624,3080,611,1565,3710.43,18,Dubai,06-07-2024 14:00
4504,Product-Based,Home Security,Food & Beverage,Professionals,Print Media,36163,3755,806,995.64,7590.13,26,Dubai,06-07-2024 15:00
4505,Product-Based,Gourmet Food Delivery,Food & Beverage,Teens,Radio,11021,8571,146,6914.19,10186.06,10,Toronto,06-07-2024 16:00
4506,Service-Based,Education Course,Education,Seniors,Billboard,49945,4645,959,5409.05,22441.4,16,New York,06-07-2024 17:00
4507,Product-Based,Education Course,Travel,Students,Radio,48487,4506,273,8707.35,15727.55,1,Dubai,06-07-2024 18:00
4508,Product-Based,Home Security,Electronics,Seniors,Social Media,44420,1001,45,4070.88,2975.01,23,Los Angeles,06-07-2024 19:00
4509,Product-Based,E-commerce Platform,Security,Professionals,Online,15248,7411,708,4453.36,40886.6,29,London,06-07-2024 20:00
4510,Product-Based,Home Security,Entertainment,Seniors,TV,18318,7431,750,4106.76,33340.22,13,London,06-07-2024 21:00
4511,Product-Based,Travel Package,Entertainment,Students,Radio,29242,7857,828,5029.02,45182.58,5,London,06-07-2024 22:00
4512,Product-Based,Fitness Membership,Security,Adults,Print Media,49526,8266,711,7095.24,15123.29,24,New York,06-07-2024 23:00
4513,Product-Based,Fitness Membership,Entertainment,Families,Billboard,34054,2236,571,6860.78,12140.11,18,New York,07-07-2024 00:00
4514,Service-Based,Fitness Membership,Education,Teens,Social Media,6512,7288,304,3319.48,21873.24,15,Berlin,07-07-2024 01:00
4515,Product-Based,Streaming Service,E-commerce,Professionals,Social Media,5100,5883,684,1098.62,35138.45,25,Tokyo,07-07-2024 02:00
4516,Product-Based,Streaming Service,Health & Fitness,Professionals,Print Media,11416,8702,738,4381.73,49623.67,6,Dubai,07-07-2024 03:00
4517,Product-Based,Insurance,Electronics,Professionals,Radio,24487,8295,17,4278.76,35957.21,28,Tokyo,07-07-2024 04:00
4518,Service-Based,Fitness Membership,Travel,Teens,TV,46305,4791,245,4506.85,45552.24,10,New York,07-07-2024 05:00
4519,Product-Based,Smartphone,Electronics,Teens,Print Media,34205,232,332,1055.84,2472.58,24,London,07-07-2024 06:00
4520,Service-Based,Home Security,Health & Fitness,Adults,Print Media,38615,6451,431,7458.75,18091.37,20,Berlin,07-07-2024 07:00
4521,Product-Based,Education Course,Security,Seniors,Social Media,24915,2102,680,9290.45,6145.68,7,Dubai,07-07-2024 08:00
4522,Product-Based,Home Security,Health & Fitness,Professionals,Radio,48387,5399,840,7168.45,29709.95,23,London,07-07-2024 09:00
4523,Service-Based,Gourmet Food Delivery,Finance,Students,Social Media,12670,7546,899,7155.68,19198.52,19,Sydney,07-07-2024 10:00
4524,Service-Based,Insurance,Travel,Teens,Print Media,35565,9515,821,1276.66,15442.14,14,Berlin,07-07-2024 11:00
4525,Service-Based,Travel Package,Health & Fitness,Students,Radio,24229,2192,155,6445.93,23319.27,2,Toronto,07-07-2024 12:00
4526,Product-Based,Home Security,Food & Beverage,Adults,Print Media,21168,6470,512,3605.83,23707,10,New York,07-07-2024 13:00
4527,Service-Based,Travel Package,Security,Professionals,Social Media,37736,4390,185,2052.41,14891.66,22,New York,07-07-2024 14:00
4528,Product-Based,Travel Package,Food & Beverage,Students,Billboard,35344,9662,734,530.88,26342.47,10,Toronto,07-07-2024 15:00
4529,Product-Based,Smartphone,Education,Adults,Social Media,29964,3666,485,4515.13,8328.09,17,Tokyo,07-07-2024 16:00
4530,Service-Based,E-commerce Platform,Health & Fitness,Families,Radio,40162,7951,453,1032.12,5737.44,1,Dubai,07-07-2024 17:00
4531,Service-Based,Insurance,Food & Beverage,Students,Online,22770,103,767,3506.03,19727.74,15,Los Angeles,07-07-2024 18:00
4532,Product-Based,Streaming Service,Finance,Families,Radio,26752,4975,536,2335.06,8430.89,16,Sydney,07-07-2024 19:00
4533,Product-Based,Smartphone,Entertainment,Adults,TV,43369,165,979,9223.71,25905.35,20,Dubai,07-07-2024 20:00
4534,Service-Based,Travel Package,E-commerce,Students,Online,37077,9906,908,5829.59,11698.61,27,Dubai,07-07-2024 21:00
4535,Product-Based,Home Security,Travel,Adults,Social Media,23117,9037,753,1247.58,35960.26,6,Toronto,07-07-2024 22:00
4536,Service-Based,Gourmet Food Delivery,Travel,Families,Online,32089,4712,418,1957.66,1324.26,22,Toronto,07-07-2024 23:00
4537,Product-Based,Education Course,Travel,Seniors,Radio,42963,3481,136,3376.83,28577.08,15,Los Angeles,08-07-2024 00:00
4538,Service-Based,E-commerce Platform,Health & Fitness,Teens,Print Media,23927,8595,432,5486.7,36418.11,3,London,08-07-2024 01:00
4539,Product-Based,Streaming Service,Finance,Adults,Online,20127,7870,180,3375.21,1885.89,8,Tokyo,08-07-2024 02:00
4540,Product-Based,Education Course,Food & Beverage,Students,Radio,17629,1313,466,1630.23,18445.74,15,London,08-07-2024 03:00
4541,Product-Based,Home Security,Security,Teens,Radio,26516,4488,406,9117.21,44315.83,15,New York,08-07-2024 04:00
4542,Service-Based,Smartphone,Entertainment,Seniors,Online,30876,7711,677,810.57,29177.09,11,Sydney,08-07-2024 05:00
4543,Product-Based,Travel Package,E-commerce,Professionals,Radio,43775,4311,212,5203.71,25456.73,25,Mumbai,08-07-2024 06:00
4544,Product-Based,Laptop,Entertainment,Teens,Print Media,49452,9532,984,1176.84,25025.54,8,London,08-07-2024 07:00
4545,Product-Based,Insurance,Security,Teens,Print Media,33271,4497,97,5732.66,4151.51,24,Los Angeles,08-07-2024 08:00
4546,Service-Based,Gourmet Food Delivery,Education,Families,Print Media,40590,2423,300,4093.44,21476.74,9,Tokyo,08-07-2024 09:00
4547,Service-Based,Fitness Membership,Finance,Students,Online,10142,6179,823,8937.9,45257.79,21,New York,08-07-2024 10:00
